,ticker,date,open,high,low,close,volume,source,fetched_at,raw_checksum,Return
0,BBDC4.SA,2025-02-28 00:00:00+00:00,10.483479827137085,10.510947215841188,10.263738971159178,10.291206359863281,84387200,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,
1,BBDC4.SA,2025-03-05 00:00:00+00:00,10.291204444036605,10.575036985048767,10.291204444036605,10.501790046691895,41379800,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.020255944157972317
2,BBDC4.SA,2025-03-06 00:00:00+00:00,10.473696297707056,10.666294949840522,10.35446847737212,10.592924118041992,44187500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.008640518912238528
3,BBDC4.SA,2025-03-07 00:00:00+00:00,10.528721544773488,10.822205678617946,10.473693870998911,10.721320152282715,29808500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.012048054411466043
4,BBDC4.SA,2025-03-10 00:00:00+00:00,10.602095074105149,10.657122757429208,10.473695688600246,10.565409660339355,42234700,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,-0.014648871044796452
5,BBDC4.SA,2025-03-11 00:00:00+00:00,10.57458008466974,10.59292322840349,10.336125338675613,10.501209259033203,43087500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,-0.006095007490357758
6,BBDC4.SA,2025-03-12 00:00:00+00:00,10.510380830900079,10.565409387452098,10.391153020578399,10.501209259033203,31708500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.0
7,BBDC4.SA,2025-03-13 00:00:00+00:00,10.510379689060038,10.748835283797755,10.446180442264936,10.684635162353516,35174100,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.01731632528607443
8,BBDC4.SA,2025-03-14 00:00:00+00:00,10.748836031856438,11.18906096848713,10.721321317330121,11.124861717224121,42086800,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.04037565471735989
9,BBDC4.SA,2025-03-17 00:00:00+00:00,11.134032397840096,11.381658686218671,11.12486082706519,11.289945602416992,23901600,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.014730161878048776
10,BBDC4.SA,2025-03-18 00:00:00+00:00,11.317460482018317,11.372488162435543,11.207404246534656,11.28077507019043,19650500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,-0.000812604334988731
11,BBDC4.SA,2025-03-19 00:00:00+00:00,11.280773900671837,11.491714778150882,11.20740308462268,11.381658554077148,25791100,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.00890320536207745
12,BBDC4.SA,2025-03-20 00:00:00+00:00,11.38166018227911,11.45503100882432,11.225746957208225,11.326632499694824,31369300,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,-0.0048463499038496555
13,BBDC4.SA,2025-03-21 00:00:00+00:00,11.354145524442046,11.54674414893461,11.335802381800288,11.482544898986816,74318800,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.013671236356308398
14,BBDC4.SA,2025-03-24 00:00:00+00:00,11.500886698205203,11.675142172953384,11.43668745087416,11.601771354675293,44562300,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.010329742023444341
15,BBDC4.SA,2025-03-25 00:00:00+00:00,11.6476290062295,12.188739478211483,11.601772023499821,11.794370651245117,63764400,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.01646456474318779
16,BBDC4.SA,2025-03-26 00:00:00+00:00,11.904426602118521,12.060339814904902,11.831055781354245,11.986968994140625,49065500,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,0.01619778841098565
17,BBDC4.SA,2025-03-27 00:00:00+00:00,12.014483336808532,12.07868258433198,11.886083967112484,11.941112518310547,40588300,yfinance,2026-02-27 03:07:13.508391,00aa493bd2c2cfa6b745bcbd7d884028e1f48ccc4831f9e461a12bbdd0d45695,-0.003832863236058812
