,Close,Date,High,Low,Open,Volume
0,45.72999954,2026-02-11T00:00:00,45.95000076,45.04000092,45.04000092,1037800
1,44.91999817,2026-02-12T00:00:00,45.65999985,44.54000092,45.59999847,1482300
2,44.34000015,2026-02-13T00:00:00,44.86000061,43.27999878,44.86000061,645800
3,44.90000153,2026-02-18T00:00:00,44.99000168,44.29999924,44.34999847,966200
4,45.34000015,2026-02-19T00:00:00,45.65999985,44.70000076,44.86999893,1055700
5,46.06000137,2026-02-20T00:00:00,46.11999893,44.79000092,45.04999924,1170000
