,Close,Date,High,Low,Open,Volume
0,38.08000183,2026-02-11T00:00:00,38.45999908,37.68999863,37.72999954,55863800
1,37.11000061,2026-02-12T00:00:00,38.04999924,36.79999924,38.04999924,39856000
2,36.88999939,2026-02-13T00:00:00,37.15999985,36.52999878,37.15999985,27507000
3,37.18999863,2026-02-18T00:00:00,37.38999939,36.84999847,37.06999969,32276700
4,37.81000137,2026-02-19T00:00:00,38.24000168,37.43999863,37.5,48355000
5,37.97000122,2026-02-20T00:00:00,37.97000122,37.45000076,37.66999817,51703600
