ticker,date,open,high,low,close,adj_close,volume,source,fetched_at,raw_checksum
PETR4.SA,2026-02-18,37.06999969482422,37.38999938964844,36.849998474121094,37.189998626708984,,32276700,yahoo,2026-02-19T22:29:52Z,59b2ee993a26f302986e929d5c6d233eab0307f11984d5d44ef6f86207875c6d
